Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
Market Masters,Episode 23,102.59,Business,40.25,Tuesday,Evening,30.76,0,Negative,86.81876224
Business Briefs,Episode 91,80.29,Business,66.91,Wednesday,Evening,67.97,3,Neutral,71.32077633
Business Briefs,Episode 68,18.78,Business,28.58,Monday,Evening,61.35,0,Positive,18.78
Healthy Living,Episode 41,66.27,Health,47.37,Friday,Afternoon,,2,Neutral,
Lifestyle Lounge,Episode 13,82.57,Lifestyle,37.66,Tuesday,Afternoon,57.41,1,Neutral,68.47276382
Tech Talks,Episode 24,95.71,Technology,77.25,Thursday,Morning,66.48,0,Positive,65.89126227
Lifestyle Lounge,Episode 50,,Lifestyle,58.25,Wednesday,Night,53.27,3,Negative,44.87014384
News Roundup,Episode 69,75.27,News,66.33,Wednesday,Afternoon,89.81,0,Neutral,45.29213053
Criminal Minds,Episode 78,45.57,True Crime,68.93,Sunday,Afternoon,38.59,3,Negative,23.19305181
Global News,Episode 86,11.81,News,76.77,Monday,Evening,30.13,2,Negative,0
Home & Living,Episode 23,75.69,Lifestyle,61.12,Monday,Afternoon,50.66,1,Neutral,75.35818571
Business Insights,Episode 36,52.51,Business,89.73,Thursday,Evening,67.61,2,Neutral,34.79920802
Lifestyle Lounge,Episode 45,70.57,Lifestyle,21.41,Saturday,Morning,97.3,3,Neutral,57.22519327
Sound Waves,Episode 8,91.89,Music,38.56,Monday,Night,39.11,3,Neutral,62.78519842
Funny Folks,Episode 34,63.08,Comedy,50.99,Tuesday,Evening,8.82,1,Neutral,40.10770433
Athlete's Arena,Episode 64,75.59,Sports,84.83,Wednesday,Evening,,0,Neutral,74.41227184
Fashion Forward,Episode 42,45.3,Lifestyle,75.61,Tuesday,Night,17.29,2,Negative,39.19276464
Market Masters,Episode 64,,Business,71.04,Thursday,Night,92.82,2,Neutral,26.9982157
News Roundup,Episode 66,25.75,News,20.19,Friday,Morning,94.72,2,Positive,22.01231429
Melody Mix,Episode 92,50.79,Music,51.52,Thursday,Afternoon,,1,Neutral,30.30635569
True Crime Stories,Episode 31,23.37,True Crime,95.58,Monday,Evening,28.56,0,Positive,11.53773355
Sport Spot,Episode 32,61.8,Sports,36.74,Sunday,Night,13.59,0,Neutral,40.70408006
Music Matters,Episode 93,66.2,Music,29.75,Tuesday,Morning,93.61,2,Positive,48.37011423
Fitness First,Episode 52,84.08,Health,98.32,Sunday,Night,26.21,1,Positive,69.49386611
Current Affairs,Episode 62,13.46,News,28.22,Wednesday,Evening,90.27,0,Neutral,7.175858206
Home & Living,Episode 27,13.52,Lifestyle,79.92,Monday,Morning,33.7,1,Neutral,0.790886735
Life Lessons,Episode 25,96.62,Lifestyle,44.09,Sunday,Afternoon,17.18,0,Negative,88.25830752
Gadget Geek,Episode 95,13.34,Technology,84.2,Friday,Afternoon,36.11,2,Negative,13.34
Lifestyle Lounge,Episode 26,85.78,Lifestyle,66.87,Wednesday,Night,40.32,1,Neutral,85.31605845
Athlete's Arena,Episode 95,,Sports,67.02,Thursday,Evening,63.77,1,Negative,35.79097944
Mind & Body,Episode 76,117.81,Health,52.06,Friday,Evening,60.41,0,Neutral,64.4975175
Innovators,Episode 77,21.87,Technology,60.5,Wednesday,Morning,35.32,3,Negative,5.141116911
Health Hour,Episode 49,57.03,Health,99.76,Tuesday,Afternoon,66.17,0,Positive,49.31776754
Detective Diaries,Episode 65,18.39,True Crime,99.71,Sunday,Afternoon,10.91,2,Positive,
Fashion Forward,Episode 91,59.08,Lifestyle,46.36,Sunday,Evening,,3,Positive,49.84109536
Learning Lab,Episode 20,20.52,Education,47.49,Thursday,Morning,72.28,2,Negative,20.52
Sound Waves,Episode 16,49.78,Music,57.89,Thursday,Evening,43.2,0,Negative,46.61275291
Daily Digest,Episode 96,78.89,News,79.1,Friday,Morning,99.23,2,Neutral,46.43270901
Home & Living,Episode 10,78.98,Lifestyle,31.75,Wednesday,Morning,99.15,0,Negative,70.82440298
Tech Talks,Episode 35,,Technology,59.28,Friday,Evening,81.34,1,Neutral,32.7978348
Mystery Matters,Episode 8,25.44,True Crime,22.53,Thursday,Afternoon,6.04,3,Negative,21.33710807
Music Matters,Episode 21,16.64,Music,43.79,Thursday,Night,25.63,1,Negative,3.15394994
Sports Central,Episode 18,71.61,Sports,57.4,Monday,Morning,20.54,0,Positive,
Health Hour,Episode 67,39.36,Health,40.42,Sunday,Afternoon,67.69,0,Neutral,32.91104939
Lifestyle Lounge,Episode 33,115.18,Lifestyle,50.03,Monday,Morning,42.33,0,Positive,93.66610997
Market Masters,Episode 61,58.97,Business,20.42,Sunday,Morning,29.38,1,Positive,
Business Briefs,Episode 75,,Business,51.71,Tuesday,Evening,19.85,0,Positive,19.93978332
Daily Digest,Episode 13,70.9,News,83.45,Sunday,Afternoon,18.03,2,Negative,43.68511969
Educational Nuggets,Episode 55,91.29,Education,62.02,Sunday,Morning,12.97,1,Negative,44.14285755
Sports Weekly,Episode 39,,Sports,69.75,Wednesday,Evening,56.9,1,Positive,12.97
Tech Trends,Episode 75,17.2,Technology,53.11,Tuesday,Afternoon,41.75,3,Positive,5.499856672
Athlete's Arena,Episode 13,,Sports,20.75,Monday,Evening,44.49,0,Positive,45.06561674
True Crime Stories,Episode 86,97.79,True Crime,49.88,Sunday,Evening,56.63,3,Neutral,85.65526334
True Crime Stories,Episode 77,49.85,True Crime,63.96,Saturday,Evening,74.05,2,Negative,49.85
Tech Talks,Episode 61,85.06,Technology,52.75,Friday,Night,84.37,2,Negative,50.71655645
Mind & Body,Episode 91,66.95,Health,24.65,Tuesday,Night,44.59,3,Negative,
Music Matters,Episode 62,85.04,Music,49.88,Wednesday,Evening,11.7,3,Negative,
Market Masters,Episode 67,49.64,Business,90.92,Wednesday,Afternoon,25.71,1,Positive,36.34725639
Market Masters,Episode 85,55.21,Business,96.99,Sunday,Evening,26.63,1,Positive,42.12592732
Tech Talks,Episode 70,12.36,Technology,38.11,Monday,Morning,32.09,0,Positive,9.141548702
Sport Spot,Episode 15,118.22,Sports,95.68,Monday,Night,23.9,0,Positive,90.87837301
Business Briefs,Episode 88,78.11,Business,64.4,Friday,Morning,39.08,0,Positive,66.25385297
Criminal Minds,Episode 52,73.05,True Crime,39.83,Monday,Afternoon,69.35,0,Neutral,73.05
Sports Weekly,Episode 13,69.35,Sports,62.07,Wednesday,Afternoon,1.68,3,Positive,35.39268301
Money Matters,Episode 62,87.79,Business,91.81,Saturday,Morning,74.22,0,Negative,87.79
Sports Weekly,Episode 98,13.31,Sports,48.06,Thursday,Night,21.68,2,Positive,13.31
Fitness First,Episode 46,66.12,Health,90,Tuesday,Night,62.14,2,Positive,54.08961124
Laugh Line,Episode 84,89.82,Comedy,60.17,Tuesday,Night,11.72,1,Positive,70.00977202
Digital Digest,Episode 43,9.29,Technology,32,Tuesday,Morning,80.68,1,Negative,5.784255801
Sport Spot,Episode 32,5.87,Sports,48.25,Thursday,Night,99.8,3,Negative,0
Market Masters,Episode 26,64.76,Business,82.1,Tuesday,Evening,28.35,3,Negative,
Mind & Body,Episode 53,54.36,Health,59.91,Wednesday,Evening,2.18,0,Neutral,42.21826593
Crime Chronicles,Episode 69,65.05,True Crime,88.44,Monday,Morning,8.43,1,Neutral,63.22031754
Detective Diaries,Episode 12,99.89,True Crime,24.75,Saturday,Afternoon,59.36,2,Negative,97.23145264
Crime Chronicles,Episode 42,38.73,True Crime,28.1,Saturday,Night,18.97,1,Neutral,26.39410972
Funny Folks,Episode 97,37.7,Comedy,66.72,Monday,Night,64.93,1,Negative,26.46648084
Laugh Line,Episode 57,100.49,Comedy,77.69,Sunday,Evening,11.32,3,Negative,62.10752235
Wellness Wave,Episode 65,38.8,Health,86.52,Saturday,Evening,83.87,1,Neutral,38.8
Fitness First,Episode 18,63.26,Health,27.63,Wednesday,Evening,,0,Positive,27.91600079
Music Matters,Episode 28,35.75,Music,69.3,Monday,Morning,83.12,3,Negative,18.39503437
Fitness First,Episode 73,49.34,Health,61.87,Tuesday,Afternoon,,0,Negative,22.45544467
Tech Talks,Episode 2,25.71,Technology,36.56,Monday,Afternoon,77.06,2,Neutral,23.99664083
Digital Digest,Episode 92,9.41,Technology,46.87,Thursday,Night,10.67,0,Negative,6.461884034
Lifestyle Lounge,Episode 85,98.61,Lifestyle,80.73,Monday,Morning,21.78,0,Negative,87.2065809
Joke Junction,Episode 68,118.53,Comedy,36.67,Tuesday,Evening,35.37,3,Negative,69.24119174
Joke Junction,Episode 70,77.2,Comedy,39.76,Thursday,Morning,69.49,3,Neutral,47.16152282
Study Sessions,Episode 37,33.44,Education,69.95,Tuesday,Evening,50.61,3,Neutral,14.99257716
Sound Waves,Episode 15,92.74,Music,90.27,Sunday,Morning,50.36,1,Negative,61.0261738
Innovators,Episode 53,63.02,Technology,51.34,Friday,Evening,80.36,1,Neutral,33.43957183
Funny Folks,Episode 88,81.04,Comedy,33.85,Tuesday,Morning,22.55,2,Neutral,31.58211166
Funny Folks,Episode 48,61.44,Comedy,30.47,Monday,Afternoon,,1,Positive,57.2850783
Tune Time,Episode 36,42.37,Music,83.66,Monday,Evening,7.97,1,Neutral,37.16372708
Detective Diaries,Episode 26,86.3,True Crime,72.98,Wednesday,Afternoon,79.56,3,Negative,84.65577482
Life Lessons,Episode 20,69.84,Lifestyle,20.01,Saturday,Afternoon,71.83,3,Positive,28.9391826
Sound Waves,Episode 22,105.48,Music,34.24,Monday,Afternoon,62.62,2,Negative,75.695171
Current Affairs,Episode 85,79.12,News,81.37,Friday,Evening,24.03,0,Negative,55.88330744
Tech Talks,Episode 21,38.32,Technology,49.83,Wednesday,Night,84.92,2,Positive,33.76494229
Humor Hub,Episode 73,45.65,Comedy,50.93,Wednesday,Morning,98.49,1,Negative,30.540037
Tech Talks,Episode 46,23.51,Technology,92.87,Monday,Evening,12.22,3,Negative,23.17834821
Current Affairs,Episode 47,33.81,News,54.83,Tuesday,Morning,25.72,2,Negative,23.26947805
Joke Junction,Episode 54,117.58,Comedy,38.3,Monday,Night,79.09,3,Positive,71.06515761
Finance Focus,Episode 70,59.02,Business,78.17,Friday,Evening,94.82,0,Positive,47.92097829
Sound Waves,Episode 63,15.93,Music,58.76,Saturday,Night,86.21,1,Negative,
Sound Waves,Episode 2,31.17,Music,80.44,Thursday,Afternoon,,3,Negative,15.6589814
Global News,Episode 15,112.15,News,34.75,Sunday,Evening,98.26,3,Negative,57.22130955
Joke Junction,Episode 17,114,Comedy,68.98,Monday,Night,,1,Positive,
Current Affairs,Episode 63,112.71,News,33.67,Monday,Evening,76.89,3,Positive,80.70961389
Joke Junction,Episode 61,,Comedy,46.36,Friday,Evening,44.33,1,Positive,40.12055241
Healthy Living,Episode 73,92.21,Health,72.65,Friday,Evening,91.48,1,Neutral,86.62611017
Athlete's Arena,Episode 34,84.56,Sports,79.91,Friday,Night,53.67,0,Positive,55.78845677
Sport Spot,Episode 52,80.77,Sports,35.02,Monday,Morning,67.59,0,Positive,80.67529291
Current Affairs,Episode 76,77.17,News,69.98,Sunday,Evening,39.58,0,Neutral,68.83062278
Business Insights,Episode 63,8.61,Business,33.91,Thursday,Evening,65.28,3,Negative,6.511769783
Educational Nuggets,Episode 31,53.12,Education,74.1,Wednesday,Evening,,1,Neutral,36.33351735
Current Affairs,Episode 39,33.42,News,86.67,Saturday,Afternoon,96.07,1,Positive,24.90081849
Comedy Corner,Episode 42,102.59,Comedy,90.36,Monday,Afternoon,91.33,1,Positive,87.54957416
Style Guide,Episode 23,68.3,Lifestyle,20.39,Thursday,Night,46.42,1,Neutral,55.85701226
Sports Weekly,Episode 45,,Sports,58.39,Monday,Morning,,2,Negative,
Home & Living,Episode 82,96.15,Lifestyle,27.13,Sunday,Evening,64.76,2,Positive,80.43513768
Sports Weekly,Episode 7,113.72,Sports,62.9,Thursday,Evening,73.34,2,Negative,87.21389258
Sound Waves,Episode 73,,Music,50.96,Wednesday,Morning,4.98,3,Neutral,27.75591851
Sport Spot,Episode 53,,Sports,38.61,Sunday,Afternoon,40.77,1,Positive,41.39928031
Study Sessions,Episode 64,,Education,25.86,Thursday,Night,54.14,1,Negative,51.70264495
Sports Weekly,Episode 14,92.34,Sports,66.68,Friday,Evening,,2,Negative,50.50069654
Fitness First,Episode 72,102.13,Health,77.58,Sunday,Afternoon,12.64,1,Positive,70.6132051
Educational Nuggets,Episode 98,68.61,Education,70.72,Monday,Morning,89.74,1,Negative,64.43275451
Funny Folks,Episode 2,41.07,Comedy,78.61,Saturday,Afternoon,88.17,1,Positive,31.2479389
Business Briefs,Episode 77,80.94,Business,28.39,Thursday,Evening,,1,Positive,
Market Masters,Episode 65,80.06,Business,66.22,Monday,Afternoon,,2,Negative,42.50469973
Mystery Matters,Episode 44,52.74,True Crime,64.1,Saturday,Evening,69.96,1,Negative,37.21593989
Market Masters,Episode 46,28.08,Business,96.14,Tuesday,Morning,80.28,1,Negative,24.4329273
Criminal Minds,Episode 21,37.63,True Crime,48.63,Tuesday,Morning,69.95,3,Neutral,14.0626421
Finance Focus,Episode 71,70.3,Business,84.08,Thursday,Afternoon,46.96,2,Negative,
Learning Lab,Episode 10,85.5,Education,99.86,Saturday,Evening,13.76,0,Positive,67.4419984
Music Matters,Episode 51,117.1,Music,32.66,Saturday,Morning,37.09,2,Positive,96.33272006
Tech Talks,Episode 66,41.12,Technology,44.44,Tuesday,Afternoon,,0,Positive,
Educational Nuggets,Episode 41,78.92,Education,54.64,Tuesday,Afternoon,28.45,3,Positive,
Learning Lab,Episode 83,116.4,Education,21.03,Friday,Morning,87.53,0,Neutral,104.2200787
Sport Spot,Episode 26,55.81,Sports,32.61,Friday,Evening,98.76,2,Negative,36.2117405
Tech Talks,Episode 46,11.86,Technology,45.5,Monday,Night,51.25,1,Neutral,8.234446164
Fitness First,Episode 22,119.89,Health,46.11,Wednesday,Evening,25.25,3,Neutral,61.18501568
Business Insights,Episode 64,110.76,Business,27.01,Sunday,Evening,23.93,1,Negative,79.8382475
Daily Digest,Episode 30,40.16,News,25.76,Monday,Afternoon,,0,Negative,27.95030707
Athlete's Arena,Episode 32,56.51,Sports,77.83,Thursday,Night,75.89,1,Positive,42.85916793
Mystery Matters,Episode 1,50.4,True Crime,90.5,Sunday,Morning,50.92,2,Negative,22.10596901
Lifestyle Lounge,Episode 37,89.71,Lifestyle,27.74,Sunday,Evening,32.19,2,Negative,70.83541975
Style Guide,Episode 6,110.88,Lifestyle,85.3,Tuesday,Afternoon,56.38,0,Neutral,70.59270279
Crime Chronicles,Episode 78,47.39,True Crime,44.7,Friday,Evening,38.57,2,Negative,40.11978088
Daily Digest,Episode 1,,News,47.13,Tuesday,Night,30.69,3,Positive,36.78185947
Daily Digest,Episode 23,60.5,News,65.47,Thursday,Evening,,2,Negative,57.01407699
Life Lessons,Episode 61,55.25,Lifestyle,74.67,Thursday,Night,0.75,3,Negative,31.07626866
Comedy Corner,Episode 68,41.29,Comedy,26.65,Friday,Morning,33.9,0,Neutral,32.61049275
Brain Boost,Episode 32,38.84,Education,20.01,Monday,Morning,62.8,1,Neutral,
Music Matters,Episode 54,96.87,Music,47.29,Friday,Evening,55.93,2,Neutral,61.80347549
Mystery Matters,Episode 96,,True Crime,59.05,Wednesday,Evening,86.02,0,Negative,34.67820627
Business Insights,Episode 88,33.86,Business,91.39,Thursday,Afternoon,3.86,1,Negative,27.82733135
Wellness Wave,Episode 94,15.49,Health,51.63,Wednesday,Afternoon,17.27,0,Positive,15.49
Market Masters,Episode 77,40.48,Business,67.94,Friday,Evening,68,3,Neutral,17.10780894
Tune Time,Episode 99,114.19,Music,26.76,Saturday,Night,37.48,2,Negative,
Sound Waves,Episode 88,21.71,Music,72.16,Thursday,Night,56.31,0,Negative,
Educational Nuggets,Episode 12,114.18,Education,72.18,Saturday,Evening,38.32,1,Neutral,90.58699776
Melody Mix,Episode 62,66.82,Music,80.47,Friday,Morning,48.73,0,Negative,36.61787889
Game Day,Episode 85,18.06,Sports,55.71,Monday,Morning,94.16,3,Negative,11.91327439
Comedy Corner,Episode 84,17.06,Comedy,89.8,Sunday,Afternoon,13.25,0,Negative,7.28321951
Study Sessions,Episode 87,,Education,95.12,Monday,Evening,59.9,2,Neutral,0
Healthy Living,Episode 5,29.57,Health,52.08,Monday,Night,19.17,0,Positive,25.52893777
Market Masters,Episode 63,57.53,Business,21.44,Wednesday,Evening,0.61,3,Positive,26.40685515
Current Affairs,Episode 31,104.57,News,63.44,Monday,Morning,98.4,3,Positive,45.1387542
Joke Junction,Episode 19,116.98,Comedy,22.36,Tuesday,Evening,83.45,2,Negative,81.26417837
Sound Waves,Episode 62,83.44,Music,33.81,Saturday,Night,77.84,1,Neutral,55.1104792
Funny Folks,Episode 95,12.75,Comedy,48.01,Sunday,Morning,6.18,0,Negative,12.75
Wellness Wave,Episode 85,50.6,Health,55.03,Monday,Evening,54.77,1,Positive,42.39591841
Sound Waves,Episode 25,80.17,Music,37.64,Sunday,Afternoon,55.69,0,Positive,49.94993788
Home & Living,Episode 95,111.97,Lifestyle,22.81,Saturday,Night,,0,Negative,111.5745977
Fitness First,Episode 12,18.39,Health,77.06,Tuesday,Evening,33.36,1,Negative,6.71499852
Mind & Body,Episode 20,65.47,Health,77.75,Monday,Afternoon,63.94,2,Negative,
Fashion Forward,Episode 100,99.77,Lifestyle,96.14,Saturday,Afternoon,63.98,1,Positive,99.77
Fitness First,Episode 43,53.6,Health,68.11,Sunday,Morning,27.23,3,Negative,27.26286609
Educational Nuggets,Episode 80,18.28,Education,59.4,Wednesday,Afternoon,91.23,2,Negative,13.13920691
Mind & Body,Episode 44,33.13,Health,29.45,Thursday,Afternoon,31.58,1,Positive,27.34635649
Sound Waves,Episode 99,37.26,Music,35.85,Sunday,Morning,22.05,0,Positive,36.55985657
Lifestyle Lounge,Episode 26,108.43,Lifestyle,90.36,Wednesday,Evening,88.22,1,Neutral,108.43
Market Masters,Episode 40,10.14,Business,29.59,Friday,Afternoon,41.16,2,Negative,9.526669593
Joke Junction,Episode 19,56.58,Comedy,75.38,Wednesday,Evening,44.26,3,Neutral,41.17386521
Digital Digest,Episode 48,46.04,Technology,27.61,Saturday,Morning,71.68,0,Positive,46.04
Current Affairs,Episode 72,98.75,News,27.99,Monday,Morning,72.73,0,Neutral,55.10439374
Humor Hub,Episode 15,48.69,Comedy,91.13,Monday,Night,,0,Positive,44.86354739
Health Hour,Episode 50,117.42,Health,97.91,Wednesday,Night,20.99,3,Neutral,98.16333331
Sound Waves,Episode 83,64.19,Music,28.27,Friday,Evening,22.36,1,Neutral,48.50689723
Joke Junction,Episode 18,32.16,Comedy,27.18,Sunday,Morning,21.31,3,Neutral,22.0660447
Lifestyle Lounge,Episode 8,107.49,Lifestyle,88.59,Saturday,Afternoon,17.92,3,Neutral,62.20390586
Fitness First,Episode 91,26.36,Health,96.15,Saturday,Evening,,0,Negative,22.20382343
Digital Digest,Episode 93,,Technology,28.63,Monday,Night,67.81,0,Positive,35.02114441
Funny Folks,Episode 64,118.92,Comedy,32.51,Thursday,Evening,40.16,0,Neutral,
Brain Boost,Episode 62,24.7,Education,26.21,Friday,Evening,10.91,0,Positive,12.60059184
Finance Focus,Episode 50,5.63,Business,50.28,Monday,Evening,6.51,3,Positive,5.63
Lifestyle Lounge,Episode 88,33.03,Lifestyle,88.06,Monday,Evening,75.78,1,Negative,33.03
Athlete's Arena,Episode 8,96.11,Sports,73.93,Monday,Evening,11.36,1,Neutral,43.92582912
Detective Diaries,Episode 43,51.61,True Crime,93.94,Monday,Morning,,3,Positive,36.7744255
Criminal Minds,Episode 68,108.19,True Crime,23.22,Monday,Afternoon,18.7,0,Neutral,88.12926277
Tech Talks,Episode 37,36.05,Technology,27.91,Monday,Evening,79.81,2,Positive,25.22354403
Innovators,Episode 53,,Technology,45.63,Tuesday,Afternoon,71.95,2,Neutral,24.01
Humor Hub,Episode 22,11.8,Comedy,86.97,Sunday,Evening,60.09,3,Neutral,11.8
Digital Digest,Episode 56,60.82,Technology,65.57,Thursday,Morning,32.09,3,Negative,40.10096838
True Crime Stories,Episode 56,80.22,True Crime,96.09,Monday,Night,,0,Positive,66.06504402
Laugh Line,Episode 39,70.89,Comedy,47.1,Thursday,Night,48.27,3,Negative,28.550772
Innovators,Episode 72,74.43,Technology,63.36,Tuesday,Evening,82.17,2,Neutral,60.79016301
Crime Chronicles,Episode 63,110.04,True Crime,90,Friday,Evening,1.57,0,Negative,110.04
Global News,Episode 14,111.75,News,48.77,Sunday,Evening,33.52,1,Negative,74.52704743
Crime Chronicles,Episode 75,101.92,True Crime,51.5,Thursday,Night,30.2,3,Positive,
World Watch,Episode 77,48.95,News,45.34,Sunday,Afternoon,9.95,3,Neutral,18.71233159
Style Guide,Episode 97,29.3,Lifestyle,24.37,Wednesday,Night,38.76,0,Neutral,17.70166429
Mystery Matters,Episode 91,18.25,True Crime,39.45,Friday,Night,18.01,2,Neutral,18.25
Lifestyle Lounge,Episode 68,23,Lifestyle,50.51,Friday,Afternoon,37.51,2,Neutral,
Tech Talks,Episode 91,,Technology,89.37,Sunday,Evening,21.38,0,Negative,70.66
Tech Trends,Episode 42,93.74,Technology,28.72,Wednesday,Afternoon,88.67,3,Negative,62.81231687
Crime Chronicles,Episode 91,112.28,True Crime,22.89,Friday,Night,,3,Negative,83.8972644
Current Affairs,Episode 24,102.8,News,95.8,Sunday,Evening,16.53,1,Negative,84.09608138
Business Briefs,Episode 84,115.68,Business,31.86,Monday,Morning,91.17,2,Positive,62.69090134
Innovators,Episode 57,31,Technology,66.26,Tuesday,Morning,45.9,3,Positive,17.73875275
Mystery Matters,Episode 58,56.8,True Crime,47.23,Friday,Evening,88.74,3,Neutral,33.59108096
True Crime Stories,Episode 77,47.21,True Crime,90.28,Saturday,Night,87.93,2,Negative,38.55458951
Criminal Minds,Episode 12,91.96,True Crime,22.05,Tuesday,Afternoon,41.02,0,Neutral,
Sport Spot,Episode 30,61.67,Sports,63.54,Monday,Evening,37.02,1,Positive,
Melody Mix,Episode 64,,Music,81.61,Friday,Evening,50.39,1,Positive,41.10849217
Humor Hub,Episode 21,98.66,Comedy,50.94,Thursday,Evening,16.15,1,Neutral,86.51800666
Life Lessons,Episode 68,8.52,Lifestyle,47.36,Friday,Afternoon,15.51,3,Negative,6.088031815
Daily Digest,Episode 9,37.05,News,68.72,Friday,Evening,11.86,3,Negative,36.25735428
Game Day,Episode 98,75.55,Sports,60.47,Sunday,Night,,2,Neutral,55.73277549
Joke Junction,Episode 15,101.57,Comedy,74.03,Friday,Afternoon,62.63,3,Negative,44.78869164
